date,transaction_date,month,year_month,week_key,day_name,day_order,hour,channel,total_transactions,total_message_units,billable_amount,success_count,failed_count,pending_count,rna_count,active_users
2025-03-09,2025-03-09,03,2025-03,2025-W10,Sunday,7,13,Email,22,22,950,20,0,2,0,7
2025-03-09,2025-03-09,03,2025-03,2025-W10,Sunday,7,13,SMS,14,17,8500,14,0,0,0,9
2025-03-09,2025-03-09,03,2025-03,2025-W10,Sunday,7,13,WhatsApp,46,46,9650,39,1,6,0,11
2025-03-09,2025-03-09,03,2025-03,2025-W10,Sunday,7,14,Call/IVR,16,16,1220,2,0,0,14,6
2025-03-09,2025-03-09,03,2025-03,2025-W10,Sunday,7,14,Email,23,23,1050,22,0,1,0,9
2025-03-09,2025-03-09,03,2025-03,2025-W10,Sunday,7,14,SMS,13,13,6500,13,0,0,0,8
2025-03-09,2025-03-09,03,2025-03,2025-W10,Sunday,7,14,WhatsApp,39,39,6050,29,1,9,0,10
2025-03-09,2025-03-09,03,2025-03,2025-W10,Sunday,7,15,Call/IVR,9,9,2420,2,0,0,7,6
2025-03-09,2025-03-09,03,2025-03,2025-W10,Sunday,7,15,Email,18,18,850,17,0,1,0,10
2025-03-09,2025-03-09,03,2025-03,2025-W10,Sunday,7,15,SMS,16,19,9500,16,0,0,0,9
2025-03-09,2025-03-09,03,2025-03,2025-W10,Sunday,7,15,WhatsApp,56,56,12100,45,2,9,0,13
2025-03-09,2025-03-09,03,2025-03,2025-W10,Sunday,7,16,Call/IVR,6,6,0,0,0,0,6,4
2025-03-09,2025-03-09,03,2025-03,2025-W10,Sunday,7,16,Email,17,17,700,17,0,0,0,9
2025-03-09,2025-03-09,03,2025-03,2025-W10,Sunday,7,16,SMS,29,35,17500,29,0,0,0,8
2025-03-09,2025-03-09,03,2025-03,2025-W10,Sunday,7,16,WhatsApp,42,42,9450,38,0,4,0,14
2025-03-09,2025-03-09,03,2025-03,2025-W10,Sunday,7,17,Call/IVR,10,10,1100,1,0,0,9,6
2025-03-09,2025-03-09,03,2025-03,2025-W10,Sunday,7,17,Email,19,19,800,16,0,3,0,9
2025-03-09,2025-03-09,03,2025-03,2025-W10,Sunday,7,17,SMS,13,13,6500,13,0,0,0,9
2025-03-09,2025-03-09,03,2025-03,2025-W10,Sunday,7,17,WhatsApp,41,41,8500,33,1,7,0,15
2025-03-09,2025-03-09,03,2025-03,2025-W10,Sunday,7,18,Email,13,13,500,13,0,0,0,6
2025-03-09,2025-03-09,03,2025-03,2025-W10,Sunday,7,18,SMS,17,19,9500,17,0,0,0,7
2025-03-09,2025-03-09,03,2025-03,2025-W10,Sunday,7,18,WhatsApp,40,40,7700,36,0,4,0,9
2025-03-09,2025-03-09,03,2025-03,2025-W10,Sunday,7,19,Email,23,23,900,18,0,5,0,9
2025-03-09,2025-03-09,03,2025-03,2025-W10,Sunday,7,19,SMS,24,33,16500,24,0,0,0,7
2025-03-09,2025-03-09,03,2025-03,2025-W10,Sunday,7,19,WhatsApp,30,30,6600,28,0,2,0,12
2025-03-09,2025-03-09,03,2025-03,2025-W10,Sunday,7,20,Email,20,20,800,17,0,3,0,12
2025-03-09,2025-03-09,03,2025-03,2025-W10,Sunday,7,20,SMS,16,19,9500,16,0,0,0,9
2025-03-09,2025-03-09,03,2025-03,2025-W10,Sunday,7,20,WhatsApp,49,49,10800,43,2,4,0,13
2025-03-10,2025-03-10,03,2025-03,2025-W11,Monday,1,8,Call/IVR,11,11,640,1,0,0,10,5
2025-03-10,2025-03-10,03,2025-03,2025-W11,Monday,1,8,Email,22,22,950,19,1,2,0,8
2025-03-10,2025-03-10,03,2025-03,2025-W11,Monday,1,8,SMS,19,19,9500,19,0,0,0,9
2025-03-10,2025-03-10,03,2025-03,2025-W11,Monday,1,8,WhatsApp,49,49,9400,42,0,7,0,10
2025-03-10,2025-03-10,03,2025-03,2025-W11,Monday,1,9,Call/IVR,15,15,1520,3,0,0,12,7
2025-03-10,2025-03-10,03,2025-03,2025-W11,Monday,1,9,Email,17,17,750,15,0,2,0,7
2025-03-10,2025-03-10,03,2025-03,2025-W11,Monday,1,9,SMS,12,21,10500,12,0,0,0,6
2025-03-10,2025-03-10,03,2025-03,2025-W11,Monday,1,9,WhatsApp,50,50,11350,45,0,5,0,14
2025-03-10,2025-03-10,03,2025-03,2025-W11,Monday,1,10,Call/IVR,18,18,4040,5,0,0,13,9
2025-03-10,2025-03-10,03,2025-03,2025-W11,Monday,1,10,Email,28,28,1000,21,0,7,0,9
2025-03-10,2025-03-10,03,2025-03,2025-W11,Monday,1,10,SMS,24,30,15000,24,0,0,0,9
2025-03-10,2025-03-10,03,2025-03,2025-W11,Monday,1,10,WhatsApp,49,49,9850,41,2,6,0,11
2025-03-10,2025-03-10,03,2025-03,2025-W11,Monday,1,11,Call/IVR,7,7,2820,4,0,0,3,5
2025-03-10,2025-03-10,03,2025-03,2025-W11,Monday,1,11,Email,24,24,950,20,0,4,0,10
2025-03-10,2025-03-10,03,2025-03,2025-W11,Monday,1,11,SMS,21,25,12500,21,0,0,0,10
2025-03-10,2025-03-10,03,2025-03,2025-W11,Monday,1,11,WhatsApp,45,45,10350,39,0,6,0,14
2025-03-10,2025-03-10,03,2025-03,2025-W11,Monday,1,12,Call/IVR,3,3,1980,2,0,0,1,3
2025-03-10,2025-03-10,03,2025-03,2025-W11,Monday,1,12,Email,27,27,1100,23,1,3,0,10
2025-03-10,2025-03-10,03,2025-03,2025-W11,Monday,1,12,SMS,14,14,7000,14,0,0,0,7
2025-03-10,2025-03-10,03,2025-03,2025-W11,Monday,1,12,WhatsApp,49,49,11300,40,1,8,0,12
2025-03-10,2025-03-10,03,2025-03,2025-W11,Monday,1,13,Call/IVR,11,11,860,1,0,0,10,8
2025-03-10,2025-03-10,03,2025-03,2025-W11,Monday,1,13,Email,16,16,800,16,0,0,0,7
2025-03-10,2025-03-10,03,2025-03,2025-W11,Monday,1,13,SMS,25,28,14000,25,0,0,0,10
2025-03-10,2025-03-10,03,2025-03,2025-W11,Monday,1,13,WhatsApp,36,36,7200,32,1,3,0,13
2025-03-10,2025-03-10,03,2025-03,2025-W11,Monday,1,14,Call/IVR,12,12,2660,5,0,0,7,7
2025-03-10,2025-03-10,03,2025-03,2025-W11,Monday,1,14,Email,23,23,800,17,0,6,0,10
2025-03-10,2025-03-10,03,2025-03,2025-W11,Monday,1,14,SMS,18,28,14000,18,0,0,0,8
2025-03-10,2025-03-10,03,2025-03,2025-W11,Monday,1,14,WhatsApp,36,36,8050,32,0,4,0,15
2025-03-10,2025-03-10,03,2025-03,2025-W11,Monday,1,15,Call/IVR,11,11,3200,3,0,0,8,9
2025-03-10,2025-03-10,03,2025-03,2025-W11,Monday,1,15,Email,17,17,750,15,0,2,0,9
2025-03-10,2025-03-10,03,2025-03,2025-W11,Monday,1,15,SMS,12,16,8000,12,0,0,0,7
2025-03-10,2025-03-10,03,2025-03,2025-W11,Monday,1,15,WhatsApp,41,41,8700,34,1,6,0,11
2025-03-10,2025-03-10,03,2025-03,2025-W11,Monday,1,16,Call/IVR,11,11,3160,3,0,0,8,5
2025-03-10,2025-03-10,03,2025-03,2025-W11,Monday,1,16,Email,17,17,750,16,0,1,0,7
2025-03-10,2025-03-10,03,2025-03,2025-W11,Monday,1,16,SMS,16,19,9500,16,0,0,0,7
2025-03-10,2025-03-10,03,2025-03,2025-W11,Monday,1,16,WhatsApp,35,35,6700,31,1,3,0,10
2025-03-10,2025-03-10,03,2025-03,2025-W11,Monday,1,17,Call/IVR,12,12,1300,2,0,0,10,8
2025-03-10,2025-03-10,03,2025-03,2025-W11,Monday,1,17,Email,26,26,1100,22,2,2,0,6
2025-03-10,2025-03-10,03,2025-03,2025-W11,Monday,1,17,SMS,15,24,12000,15,0,0,0,8
2025-03-10,2025-03-10,03,2025-03,2025-W11,Monday,1,17,WhatsApp,33,33,6600,31,0,2,0,13
2025-03-10,2025-03-10,03,2025-03,2025-W11,Monday,1,18,Email,16,16,650,13,1,2,0,7
2025-03-10,2025-03-10,03,2025-03,2025-W11,Monday,1,18,SMS,10,13,6500,10,0,0,0,6
2025-03-10,2025-03-10,03,2025-03,2025-W11,Monday,1,18,WhatsApp,48,48,9700,40,0,8,0,13
2025-03-10,2025-03-10,03,2025-03,2025-W11,Monday,1,19,Email,27,27,1150,24,0,3,0,9
2025-03-10,2025-03-10,03,2025-03,2025-W11,Monday,1,19,SMS,19,22,11000,19,0,0,0,10
2025-03-10,2025-03-10,03,2025-03,2025-W11,Monday,1,19,WhatsApp,47,47,9650,39,0,8,0,12
2025-03-10,2025-03-10,03,2025-03,2025-W11,Monday,1,20,Email,17,17,650,13,0,4,0,9
2025-03-10,2025-03-10,03,2025-03,2025-W11,Monday,1,20,SMS,20,22,11000,20,0,0,0,6
2025-03-10,2025-03-10,03,2025-03,2025-W11,Monday,1,20,WhatsApp,36,36,7700,29,0,7,0,13
2025-03-11,2025-03-11,03,2025-03,2025-W11,Tuesday,2,8,Call/IVR,14,14,3060,2,0,0,12,9
2025-03-11,2025-03-11,03,2025-03,2025-W11,Tuesday,2,8,Email,11,11,400,8,1,2,0,7
2025-03-11,2025-03-11,03,2025-03,2025-W11,Tuesday,2,8,SMS,15,17,8500,15,0,0,0,8
2025-03-11,2025-03-11,03,2025-03,2025-W11,Tuesday,2,8,WhatsApp,40,40,8700,36,1,3,0,12
2025-03-11,2025-03-11,03,2025-03,2025-W11,Tuesday,2,9,Call/IVR,16,16,3680,4,0,0,12,8
2025-03-11,2025-03-11,03,2025-03,2025-W11,Tuesday,2,9,Email,16,16,700,15,1,0,0,9
2025-03-11,2025-03-11,03,2025-03,2025-W11,Tuesday,2,9,SMS,19,24,12000,19,0,0,0,9
2025-03-11,2025-03-11,03,2025-03,2025-W11,Tuesday,2,9,WhatsApp,31,31,7200,29,0,2,0,11
2025-03-11,2025-03-11,03,2025-03,2025-W11,Tuesday,2,10,Call/IVR,12,12,1820,2,0,0,10,7
2025-03-11,2025-03-11,03,2025-03,2025-W11,Tuesday,2,10,Email,22,22,750,17,1,4,0,8
2025-03-11,2025-03-11,03,2025-03,2025-W11,Tuesday,2,10,SMS,19,21,10500,19,0,0,0,9
2025-03-11,2025-03-11,03,2025-03,2025-W11,Tuesday,2,10,WhatsApp,33,33,7650,30,1,2,0,11
2025-03-11,2025-03-11,03,2025-03,2025-W11,Tuesday,2,11,Call/IVR,17,17,6380,5,0,0,12,11
2025-03-11,2025-03-11,03,2025-03,2025-W11,Tuesday,2,11,Email,18,18,850,17,0,1,0,8
2025-03-11,2025-03-11,03,2025-03,2025-W11,Tuesday,2,11,SMS,16,16,8000,16,0,0,0,7
2025-03-11,2025-03-11,03,2025-03,2025-W11,Tuesday,2,11,WhatsApp,42,42,7900,35,1,6,0,9
2025-03-11,2025-03-11,03,2025-03,2025-W11,Tuesday,2,12,Call/IVR,11,11,4100,4,0,0,7,6
2025-03-11,2025-03-11,03,2025-03,2025-W11,Tuesday,2,12,Email,33,33,1350,28,0,5,0,11
2025-03-11,2025-03-11,03,2025-03,2025-W11,Tuesday,2,12,SMS,25,30,15000,25,0,0,0,11
2025-03-11,2025-03-11,03,2025-03,2025-W11,Tuesday,2,12,WhatsApp,40,40,8050,33,0,7,0,12
2025-03-11,2025-03-11,03,2025-03,2025-W11,Tuesday,2,13,Call/IVR,10,10,2220,2,0,0,8,4
2025-03-11,2025-03-11,03,2025-03,2025-W11,Tuesday,2,13,Email,15,15,600,13,0,2,0,8
2025-03-11,2025-03-11,03,2025-03,2025-W11,Tuesday,2,13,SMS,17,20,10000,17,0,0,0,7
2025-03-11,2025-03-11,03,2025-03,2025-W11,Tuesday,2,13,WhatsApp,33,33,6950,26,1,6,0,10
2025-03-11,2025-03-11,03,2025-03,2025-W11,Tuesday,2,14,Call/IVR,22,22,1500,2,0,0,20,11
2025-03-11,2025-03-11,03,2025-03,2025-W11,Tuesday,2,14,Email,17,17,650,13,1,3,0,8
2025-03-11,2025-03-11,03,2025-03,2025-W11,Tuesday,2,14,SMS,24,30,15000,24,0,0,0,10
2025-03-11,2025-03-11,03,2025-03,2025-W11,Tuesday,2,14,WhatsApp,41,41,8750,34,1,6,0,11
2025-03-11,2025-03-11,03,2025-03,2025-W11,Tuesday,2,15,Call/IVR,17,17,980,3,0,0,14,7
2025-03-11,2025-03-11,03,2025-03,2025-W11,Tuesday,2,15,Email,13,13,550,12,0,1,0,7
2025-03-11,2025-03-11,03,2025-03,2025-W11,Tuesday,2,15,SMS,16,19,9500,16,0,0,0,7
2025-03-11,2025-03-11,03,2025-03,2025-W11,Tuesday,2,15,WhatsApp,40,40,7850,32,0,8,0,11
2025-03-11,2025-03-11,03,2025-03,2025-W11,Tuesday,2,16,Call/IVR,19,19,360,1,0,0,18,9
2025-03-11,2025-03-11,03,2025-03,2025-W11,Tuesday,2,16,Email,21,21,850,17,0,4,0,10
2025-03-11,2025-03-11,03,2025-03,2025-W11,Tuesday,2,16,SMS,17,25,11000,16,1,0,0,11
2025-03-11,2025-03-11,03,2025-03,2025-W11,Tuesday,2,16,WhatsApp,46,46,9900,39,1,6,0,13
2025-03-11,2025-03-11,03,2025-03,2025-W11,Tuesday,2,17,Call/IVR,15,15,5020,6,0,0,9,8
2025-03-11,2025-03-11,03,2025-03,2025-W11,Tuesday,2,17,Email,17,17,750,15,0,2,0,7
2025-03-11,2025-03-11,03,2025-03,2025-W11,Tuesday,2,17,SMS,19,24,12000,19,0,0,0,8
2025-03-11,2025-03-11,03,2025-03,2025-W11,Tuesday,2,17,WhatsApp,46,46,7900,35,3,8,0,12
2025-03-11,2025-03-11,03,2025-03,2025-W11,Tuesday,2,18,Email,21,21,950,20,0,1,0,10
2025-03-11,2025-03-11,03,2025-03,2025-W11,Tuesday,2,18,SMS,9,14,7000,9,0,0,0,7
2025-03-11,2025-03-11,03,2025-03,2025-W11,Tuesday,2,18,WhatsApp,48,48,11350,44,0,4,0,12
2025-03-11,2025-03-11,03,2025-03,2025-W11,Tuesday,2,19,Email,17,17,800,16,0,1,0,9
2025-03-11,2025-03-11,03,2025-03,2025-W11,Tuesday,2,19,SMS,22,26,12500,21,1,0,0,10
2025-03-11,2025-03-11,03,2025-03,2025-W11,Tuesday,2,19,WhatsApp,41,41,8350,35,1,5,0,11
2025-03-11,2025-03-11,03,2025-03,2025-W11,Tuesday,2,20,Email,27,27,1050,21,1,5,0,10
2025-03-11,2025-03-11,03,2025-03,2025-W11,Tuesday,2,20,SMS,20,22,11000,20,0,0,0,8
2025-03-11,2025-03-11,03,2025-03,2025-W11,Tuesday,2,20,WhatsApp,38,38,6300,30,0,8,0,9
2025-03-12,2025-03-12,03,2025-03,2025-W11,Wednesday,3,8,Call/IVR,9,9,0,0,0,0,9,6
2025-03-12,2025-03-12,03,2025-03,2025-W11,Wednesday,3,8,Email,25,25,950,20,0,5,0,7
2025-03-12,2025-03-12,03,2025-03,2025-W11,Wednesday,3,8,SMS,16,20,10000,16,0,0,0,7
2025-03-12,2025-03-12,03,2025-03,2025-W11,Wednesday,3,8,WhatsApp,45,45,9500,37,0,8,0,13
2025-03-12,2025-03-12,03,2025-03,2025-W11,Wednesday,3,9,Call/IVR,16,16,2660,2,0,0,14,8
2025-03-12,2025-03-12,03,2025-03,2025-W11,Wednesday,3,9,Email,15,15,600,12,0,3,0,8
2025-03-12,2025-03-12,03,2025-03,2025-W11,Wednesday,3,9,SMS,18,21,10500,18,0,0,0,7
2025-03-12,2025-03-12,03,2025-03,2025-W11,Wednesday,3,9,WhatsApp,35,35,6750,26,1,8,0,14
2025-03-12,2025-03-12,03,2025-03,2025-W11,Wednesday,3,10,Call/IVR,11,11,500,1,0,0,10,7
2025-03-12,2025-03-12,03,2025-03,2025-W11,Wednesday,3,10,Email,17,17,600,13,0,4,0,7
2025-03-12,2025-03-12,03,2025-03,2025-W11,Wednesday,3,10,SMS,27,34,17000,27,0,0,0,10
2025-03-12,2025-03-12,03,2025-03,2025-W11,Wednesday,3,10,WhatsApp,36,36,7650,34,0,2,0,14
2025-03-12,2025-03-12,03,2025-03,2025-W11,Wednesday,3,11,Call/IVR,9,9,460,1,0,0,8,5
2025-03-12,2025-03-12,03,2025-03,2025-W11,Wednesday,3,11,Email,18,18,550,12,0,6,0,8
2025-03-12,2025-03-12,03,2025-03,2025-W11,Wednesday,3,11,SMS,13,16,8000,13,0,0,0,7
2025-03-12,2025-03-12,03,2025-03,2025-W11,Wednesday,3,11,WhatsApp,37,37,8700,30,1,6,0,11
2025-03-12,2025-03-12,03,2025-03,2025-W11,Wednesday,3,12,Call/IVR,16,16,1360,2,0,0,14,10
2025-03-12,2025-03-12,03,2025-03,2025-W11,Wednesday,3,12,Email,23,23,950,19,0,4,0,8
2025-03-12,2025-03-12,03,2025-03,2025-W11,Wednesday,3,12,SMS,22,31,15500,22,0,0,0,9
2025-03-12,2025-03-12,03,2025-03,2025-W11,Wednesday,3,12,WhatsApp,46,46,8600,38,2,6,0,12
2025-03-12,2025-03-12,03,2025-03,2025-W11,Wednesday,3,13,Call/IVR,7,7,2640,3,0,0,4,6
2025-03-12,2025-03-12,03,2025-03,2025-W11,Wednesday,3,13,Email,15,15,650,13,0,2,0,8
2025-03-12,2025-03-12,03,2025-03,2025-W11,Wednesday,3,13,SMS,8,8,4000,8,0,0,0,5
2025-03-12,2025-03-12,03,2025-03,2025-W11,Wednesday,3,13,WhatsApp,46,46,8950,36,0,10,0,12
2025-03-12,2025-03-12,03,2025-03,2025-W11,Wednesday,3,14,Call/IVR,12,12,4800,4,0,0,8,8
2025-03-12,2025-03-12,03,2025-03,2025-W11,Wednesday,3,14,Email,13,13,450,11,0,2,0,7
2025-03-12,2025-03-12,03,2025-03,2025-W11,Wednesday,3,14,SMS,21,26,13000,21,0,0,0,12
2025-03-12,2025-03-12,03,2025-03,2025-W11,Wednesday,3,14,WhatsApp,45,45,8500,38,2,5,0,11
2025-03-12,2025-03-12,03,2025-03,2025-W11,Wednesday,3,15,Call/IVR,25,25,3860,6,0,0,19,5
2025-03-12,2025-03-12,03,2025-03,2025-W11,Wednesday,3,15,Email,20,20,850,18,0,2,0,7
2025-03-12,2025-03-12,03,2025-03,2025-W11,Wednesday,3,15,SMS,14,20,10000,14,0,0,0,6
2025-03-12,2025-03-12,03,2025-03,2025-W11,Wednesday,3,15,WhatsApp,41,41,8000,34,1,6,0,15
2025-03-12,2025-03-12,03,2025-03,2025-W11,Wednesday,3,16,Call/IVR,12,12,2960,4,0,0,8,8
2025-03-12,2025-03-12,03,2025-03,2025-W11,Wednesday,3,16,Email,24,24,1050,22,1,1,0,8
2025-03-12,2025-03-12,03,2025-03,2025-W11,Wednesday,3,16,SMS,15,15,7500,15,0,0,0,7
2025-03-12,2025-03-12,03,2025-03,2025-W11,Wednesday,3,16,WhatsApp,37,37,7800,33,0,4,0,12
2025-03-12,2025-03-12,03,2025-03,2025-W11,Wednesday,3,17,Call/IVR,9,9,3320,2,0,0,7,6
2025-03-12,2025-03-12,03,2025-03,2025-W11,Wednesday,3,17,Email,19,19,850,17,0,2,0,8
2025-03-12,2025-03-12,03,2025-03,2025-W11,Wednesday,3,17,SMS,13,15,6000,12,1,0,0,8
2025-03-12,2025-03-12,03,2025-03,2025-W11,Wednesday,3,17,WhatsApp,30,30,6400,27,0,3,0,11
2025-03-12,2025-03-12,03,2025-03,2025-W11,Wednesday,3,18,Email,22,22,800,17,0,5,0,11
2025-03-12,2025-03-12,03,2025-03,2025-W11,Wednesday,3,18,SMS,14,17,8500,14,0,0,0,6
2025-03-12,2025-03-12,03,2025-03,2025-W11,Wednesday,3,18,WhatsApp,46,46,9400,40,0,6,0,11
2025-03-12,2025-03-12,03,2025-03,2025-W11,Wednesday,3,19,Email,28,28,850,18,0,10,0,12
2025-03-12,2025-03-12,03,2025-03,2025-W11,Wednesday,3,19,SMS,16,24,12000,16,0,0,0,6
2025-03-12,2025-03-12,03,2025-03,2025-W11,Wednesday,3,19,WhatsApp,46,46,12050,41,1,4,0,15
2025-03-12,2025-03-12,03,2025-03,2025-W11,Wednesday,3,20,Email,25,25,1100,23,1,1,0,10
2025-03-12,2025-03-12,03,2025-03,2025-W11,Wednesday,3,20,SMS,17,22,11000,17,0,0,0,8
2025-03-12,2025-03-12,03,2025-03,2025-W11,Wednesday,3,20,WhatsApp,47,47,9950,42,2,3,0,14
2025-03-13,2025-03-13,03,2025-03,2025-W11,Thursday,4,8,Call/IVR,20,20,1960,3,0,0,17,8
2025-03-13,2025-03-13,03,2025-03,2025-W11,Thursday,4,8,Email,20,20,750,17,0,3,0,9
2025-03-13,2025-03-13,03,2025-03,2025-W11,Thursday,4,8,SMS,12,14,7000,12,0,0,0,7
2025-03-13,2025-03-13,03,2025-03,2025-W11,Thursday,4,8,WhatsApp,52,52,10150,42,0,10,0,12
2025-03-13,2025-03-13,03,2025-03,2025-W11,Thursday,4,9,Call/IVR,13,13,0,0,0,0,13,6
2025-03-13,2025-03-13,03,2025-03,2025-W11,Thursday,4,9,Email,27,27,1000,21,0,6,0,9
2025-03-13,2025-03-13,03,2025-03,2025-W11,Thursday,4,9,SMS,19,19,9500,19,0,0,0,8
2025-03-13,2025-03-13,03,2025-03,2025-W11,Thursday,4,9,WhatsApp,43,43,7750,37,0,6,0,10
2025-03-13,2025-03-13,03,2025-03,2025-W11,Thursday,4,10,Call/IVR,17,17,2060,3,0,0,14,7
2025-03-13,2025-03-13,03,2025-03,2025-W11,Thursday,4,10,Email,18,18,650,13,1,4,0,7
2025-03-13,2025-03-13,03,2025-03,2025-W11,Thursday,4,10,SMS,23,25,11000,22,1,0,0,12
2025-03-13,2025-03-13,03,2025-03,2025-W11,Thursday,4,10,WhatsApp,40,40,8250,32,0,8,0,11
2025-03-13,2025-03-13,03,2025-03,2025-W11,Thursday,4,11,Call/IVR,12,12,2300,3,0,0,9,7
2025-03-13,2025-03-13,03,2025-03,2025-W11,Thursday,4,11,Email,14,14,600,13,0,1,0,8
2025-03-13,2025-03-13,03,2025-03,2025-W11,Thursday,4,11,SMS,13,18,9000,13,0,0,0,7
2025-03-13,2025-03-13,03,2025-03,2025-W11,Thursday,4,11,WhatsApp,39,39,8400,35,2,2,0,14
2025-03-13,2025-03-13,03,2025-03,2025-W11,Thursday,4,12,Call/IVR,6,6,0,0,0,0,6,4
2025-03-13,2025-03-13,03,2025-03,2025-W11,Thursday,4,12,Email,21,21,850,17,1,3,0,11
2025-03-13,2025-03-13,03,2025-03,2025-W11,Thursday,4,12,SMS,19,19,9500,19,0,0,0,10
2025-03-13,2025-03-13,03,2025-03,2025-W11,Thursday,4,12,WhatsApp,40,40,8500,34,0,6,0,16
2025-03-13,2025-03-13,03,2025-03,2025-W11,Thursday,4,13,Call/IVR,14,14,5300,6,0,0,8,8
2025-03-13,2025-03-13,03,2025-03,2025-W11,Thursday,4,13,Email,21,21,850,17,0,4,0,11
2025-03-13,2025-03-13,03,2025-03,2025-W11,Thursday,4,13,SMS,23,29,14500,23,0,0,0,10
2025-03-13,2025-03-13,03,2025-03,2025-W11,Thursday,4,13,WhatsApp,42,42,9100,36,2,4,0,12
2025-03-13,2025-03-13,03,2025-03,2025-W11,Thursday,4,14,Call/IVR,10,10,1140,2,0,0,8,6
2025-03-13,2025-03-13,03,2025-03,2025-W11,Thursday,4,14,Email,17,17,700,15,0,2,0,8
2025-03-13,2025-03-13,03,2025-03,2025-W11,Thursday,4,14,SMS,11,11,5500,11,0,0,0,10
2025-03-13,2025-03-13,03,2025-03,2025-W11,Thursday,4,14,WhatsApp,43,43,8550,35,2,6,0,11
2025-03-13,2025-03-13,03,2025-03,2025-W11,Thursday,4,15,Call/IVR,14,14,2760,4,0,0,10,8
2025-03-13,2025-03-13,03,2025-03,2025-W11,Thursday,4,15,Email,25,25,950,21,1,3,0,11
2025-03-13,2025-03-13,03,2025-03,2025-W11,Thursday,4,15,SMS,16,23,11500,16,0,0,0,8
2025-03-13,2025-03-13,03,2025-03,2025-W11,Thursday,4,15,WhatsApp,51,51,9450,45,0,6,0,14
2025-03-13,2025-03-13,03,2025-03,2025-W11,Thursday,4,16,Call/IVR,11,11,0,0,0,0,11,6
2025-03-13,2025-03-13,03,2025-03,2025-W11,Thursday,4,16,Email,14,14,400,8,1,5,0,4
2025-03-13,2025-03-13,03,2025-03,2025-W11,Thursday,4,16,SMS,10,12,6000,10,0,0,0,5
2025-03-13,2025-03-13,03,2025-03,2025-W11,Thursday,4,16,WhatsApp,40,40,8150,36,0,4,0,14
2025-03-13,2025-03-13,03,2025-03,2025-W11,Thursday,4,17,Call/IVR,8,8,1380,1,1,0,6,6
2025-03-13,2025-03-13,03,2025-03,2025-W11,Thursday,4,17,Email,24,24,1000,20,0,4,0,9
2025-03-13,2025-03-13,03,2025-03,2025-W11,Thursday,4,17,SMS,19,22,11000,19,0,0,0,9
2025-03-13,2025-03-13,03,2025-03,2025-W11,Thursday,4,17,WhatsApp,52,52,10700,42,1,9,0,11
2025-03-13,2025-03-13,03,2025-03,2025-W11,Thursday,4,18,Email,16,16,650,15,0,1,0,10
2025-03-13,2025-03-13,03,2025-03,2025-W11,Thursday,4,18,SMS,18,18,9000,18,0,0,0,10
2025-03-13,2025-03-13,03,2025-03,2025-W11,Thursday,4,18,WhatsApp,57,57,10450,49,4,4,0,15
2025-03-13,2025-03-13,03,2025-03,2025-W11,Thursday,4,19,Email,17,17,750,15,0,2,0,7
2025-03-13,2025-03-13,03,2025-03,2025-W11,Thursday,4,19,SMS,18,23,11500,18,0,0,0,9
2025-03-13,2025-03-13,03,2025-03,2025-W11,Thursday,4,19,WhatsApp,49,49,10700,41,2,6,0,12
2025-03-13,2025-03-13,03,2025-03,2025-W11,Thursday,4,20,Email,26,26,1000,22,0,4,0,9
2025-03-13,2025-03-13,03,2025-03,2025-W11,Thursday,4,20,SMS,25,31,15500,25,0,0,0,11
2025-03-13,2025-03-13,03,2025-03,2025-W11,Thursday,4,20,WhatsApp,43,43,9750,37,0,6,0,15
2025-03-14,2025-03-14,03,2025-03,2025-W11,Friday,5,8,Call/IVR,12,12,1660,4,0,0,8,6
2025-03-14,2025-03-14,03,2025-03,2025-W11,Friday,5,8,Email,17,17,650,14,0,3,0,8
2025-03-14,2025-03-14,03,2025-03,2025-W11,Friday,5,8,SMS,29,39,19500,29,0,0,0,10
2025-03-14,2025-03-14,03,2025-03,2025-W11,Friday,5,8,WhatsApp,42,42,9500,38,1,3,0,14
2025-03-14,2025-03-14,03,2025-03,2025-W11,Friday,5,9,Call/IVR,10,10,1840,3,0,0,7,8
2025-03-14,2025-03-14,03,2025-03,2025-W11,Friday,5,9,Email,16,16,700,14,0,2,0,8
2025-03-14,2025-03-14,03,2025-03,2025-W11,Friday,5,9,SMS,14,14,7000,14,0,0,0,4
2025-03-14,2025-03-14,03,2025-03,2025-W11,Friday,5,9,WhatsApp,37,37,7750,32,0,5,0,11
2025-03-14,2025-03-14,03,2025-03,2025-W11,Friday,5,10,Call/IVR,12,12,1920,2,1,0,9,9
2025-03-14,2025-03-14,03,2025-03,2025-W11,Friday,5,10,Email,28,28,1200,24,1,3,0,11
2025-03-14,2025-03-14,03,2025-03,2025-W11,Friday,5,10,SMS,17,17,8500,17,0,0,0,8
2025-03-14,2025-03-14,03,2025-03,2025-W11,Friday,5,10,WhatsApp,36,36,8000,31,0,5,0,12
2025-03-14,2025-03-14,03,2025-03,2025-W11,Friday,5,11,Call/IVR,13,13,2400,4,0,0,9,7
2025-03-14,2025-03-14,03,2025-03,2025-W11,Friday,5,11,Email,23,23,1050,22,0,1,0,12
2025-03-14,2025-03-14,03,2025-03,2025-W11,Friday,5,11,SMS,21,21,10500,21,0,0,0,9
2025-03-14,2025-03-14,03,2025-03,2025-W11,Friday,5,11,WhatsApp,42,42,8550,39,1,2,0,14
